Date,Tray,check,U_count,A_count,P_count,G_total,Mg_avg
06/08/12,4,-1,1,7,163,4.66,28.59
06/08/12,3,-1,1,7,177,5.19,29.32
06/08/12,2,-1,6,4,122,3.31,27.13
06/08/12,1,-1,4,3,122,3.27,26.8
08/08/12,12,11,NA,NA,NA,NA,NA
08/08/12,11,-1,NA,NA,NA,NA,NA
08/08/12,10,-1,NA,NA,7,NA,NA
08/08/12,9,-1,2,2,60,NA,NA
08/08/12,8,-1,1,4,110,2.95,26.82
08/08/12,7,-1,3,1,78,2.1,26.92
08/08/12,6,-1,0,2,87,2.37,27.24
08/08/12,5,-1,0,0,82,2.24,27.32
08/08/12,4,-1,1,3,73,2.07,28.38
08/08/12,3,-1,4,1,100,2.87,28.7
08/08/12,2,-1,2,5,71,1.96,27.61
08/08/12,1,-1,7,4,68,1.84,27.06
10/08/12,12,11,NA,NA,NA,NA,NA
10/08/12,11,-1,NA,NA,NA,NA,NA
10/08/12,10,-1,0,0,0,NA,NA
10/08/12,9,-1,0,0,4,NA,NA
10/08/12,8,-1,0,0,62,NA,NA
10/08/12,7,-1,1,1,88,2.36,26.82
10/08/12,6,-1,2,2,88,2.41,27.39
10/08/12,5,-1,1,3,80,2.19,27.38
10/08/12,4,-1,2,2,98,2.67,27.24
10/08/12,3,-1,0,2,69,1.93,27.67
10/08/12,2,-1,2,2,78,2.1,26.58
10/08/12,1,-1,1,9,100,2.62,26.2
13/08/12,12,11,NA,NA,NA,NA,NA
13/08/12,11,-1,NA,NA,NA,NA,NA
13/08/12,10,-1,0,0,3,0,NA
13/08/12,9,-1,1,0,72,1.89,NA
13/08/12,8,-1,3,1,148,3.9,26.35
13/08/12,7,-1,1,1,143,3.9,27.27
13/08/12,6,-1,1,1,162,4.33,26.89
13/08/12,5,-1,3,1,146,4.01,27.47
13/08/12,4,-1,3,4,143,4.11,28.74
13/08/12,3,-1,3,4,187,5.32,28.45
13/08/12,2,-1,5,3,136,3.9,28.68
13/08/12,1,-1,5,7,129,3.6,27.91
15/08/12,12,11,NA,NA,NA,NA,NA
15/08/12,11,-1,NA,NA,NA,NA,NA
15/08/12,10,-1,NA,NA,NA,NA,NA
15/08/12,9,-1,3,1,52,1.3,25
15/08/12,8,-1,3,0,75,2.06,27.47
15/08/12,7,-1,0,0,86,2.42,28.14
15/08/12,6,-1,1,1,57,1.54,27.02
15/08/12,5,-1,1,2,74,1.97,26.62
15/08/12,4,-1,4,3,80,2.2,27.5
15/08/12,3,-1,0,1,48,1.35,28.13
15/08/12,2,-1,6,6,71,1.95,27.46
15/08/12,1,-1,1,3,39,1.07,27.44
17/08/12,12,11,NA,NA,NA,NA,NA
17/08/12,11,-1,NA,NA,NA,NA,NA
17/08/12,10,-1,NA,NA,3,NA,NA
17/08/12,9,-1,2,3,138,3.57,25.32
17/08/12,8,-1,2,5,119,3.13,26.3
17/08/12,7,-1,0,0,158,3.99,25.25
17/08/12,6,-1,0,0,134,3.74,27.91
17/08/12,5,-1,0,0,115,3.16,27.48
17/08/12,4,-1,0,4,131,3.62,27.63
17/08/12,3,-1,2,4,92,2.41,26.2
17/08/12,2,-1,2,5,138,3.65,26.38
17/08/12,1,-1,0,0,171,4.75,27.78
20/08/12,12,11,NA,NA,NA,NA,NA
20/08/12,11,-1,NA,NA,NA,NA,NA
20/08/12,10,-1,NA,NA,NA,NA,NA
20/08/12,9,-1,0,0,95,2.46,25.89
20/08/12,8,-1,0,2,115,2.88,25.04
20/08/12,7,-1,0,0,146,3.93,26.99
20/08/12,6,-1,0,2,130,3.52,27.08
20/08/12,5,-1,5,0,123,3.37,27.4
20/08/12,4,-1,0,0,125,3.4,27.2
20/08/12,3,-1,4,6,133,3.68,27.67
20/08/12,2,-1,3,3,134,3.62,27.01
20/08/12,1,-1,2,3,101,2.68,26.53
22/08/12,12,11,NA,NA,NA,NA,NA
22/08/12,11,-1,NA,NA,NA,NA,NA
22/08/12,10,-1,NA,NA,0,NA,NA
22/08/12,9,-1,0,1,35,NA,NA
22/08/12,8,-1,2,1,42,NA,NA
22/08/12,7,-1,1,3,103,2.81,27.28
22/08/12,6,-1,2,4,97,2.7,27.84
22/08/12,5,-1,1,0,92,2.53,27.5
22/08/12,4,-1,4,5,96,2.6,27.08
22/08/12,3,-1,0,0,82,2.23,27.2
22/08/12,2,-1,14,9,87,2.39,27.47
22/08/12,1,-1,3,4,72,1.95,27.08
24/08/12,12,11,NA,NA,NA,NA,NA
24/08/12,11,-1,NA,NA,NA,NA,NA
24/08/12,10,-1,NA,NA,0,NA,NA
24/08/12,9,-1,0,1,59,1.45,24.58
24/08/12,8,-1,0,0,140,3.61,25.79
24/08/12,7,-1,2,3,143,3.72,26
24/08/12,6,-1,0,1,132,3.67,27.8
24/08/12,5,-1,2,2,88,2.44,27.73
24/08/12,4,-1,1,2,86,2.4,27.91
24/08/12,3,-1,1,1,114,2.99,26.23
24/08/12,2,-1,0,0,88,2.34,26.59
24/08/12,1,-1,8,7,118,3.15,26.69
27/08/12,12,11,NA,NA,NA,NA,NA
27/08/12,11,-1,NA,NA,NA,NA,NA
27/08/12,10,-1,NA,NA,0,NA,NA
27/08/12,9,-1,0,0,2,NA,NA
27/08/12,8,-1,2,6,210,5.62,26.51
27/08/12,7,-1,3,6,192,5.23,27.24
27/08/12,6,-1,2,1,161,4.44,27.58
27/08/12,5,-1,0,0,190,5.39,28.37
27/08/12,4,-1,5,3,152,4.2,27.63
27/08/12,3,-1,5,2,114,3.06,26.84
27/08/12,2,-1,2,1,150,4.13,27.53
27/08/12,1,-1,3,3,94,2.54,27.02
29/08/12,12,11,NA,NA,NA,NA,NA
29/08/12,11,-1,NA,NA,NA,NA,NA
29/08/12,10,-1,0,0,0,NA,NA
29/08/12,9,-1,0,0,NA,1.92,25.39
29/08/12,8,-1,0,4,66,NA,28.15
29/08/12,7,-1,1,5,62,1.58,25.48
29/08/12,6,-1,1,3,99,2.69,27.17
29/08/12,5,-1,0,0,62,1.73,28.06
29/08/12,4,-1,0,2,71,1.95,27.46
29/08/12,3,-1,0,0,67,1.76,26.27
29/08/12,2,-1,2,3,61,1.61,26.39
29/08/12,1,-1,0,4,62,1.6,25.8
31/08/12,12,11,NA,NA,NA,NA,NA
31/08/12,11,-1,NA,NA,NA,NA,NA
31/08/12,10,-1,NA,NA,NA,NA,NA
31/08/12,9,-1,0,1,87,2.46,28.28
31/08/12,8,-1,3,2,112,2.94,26.25
31/08/12,7,-1,0,4,117,3.2,27.35
31/08/12,6,-1,2,2,137,3.79,27.66
31/08/12,5,-1,0,1,139,3.73,26.83
31/08/12,4,-1,1,2,93,2.48,26.67
31/08/12,3,-1,4,0,95,2.51,26.42
31/08/12,2,-1,0,5,101,NA,NA
31/08/12,1,-1,4,11,44,NA,NA
03/09/12,12,11,NA,NA,NA,NA,NA
03/09/12,11,-1,NA,NA,NA,NA,NA
03/09/12,10,-1,NA,NA,0,NA,NA
03/09/12,9,-1,0,0,0,NA,NA
03/09/12,8,-1,1,2,136,NA,NA
03/09/12,7,-1,0,0,187,NA,NA
03/09/12,6,-1,0,3,165,4.5,27.27
03/09/12,5,-1,6,2,170,4.64,27.29
03/09/12,4,-1,1,2,173,4.73,27.34
03/09/12,3,-1,0,0,139,3.84,27.63
03/09/12,2,-1,11,2,121,3.2,26.45
03/09/12,1,-1,0,1,124,3.39,27.34
05/09/12,12,11,NA,NA,NA,NA,NA
05/09/12,11,-1,NA,NA,NA,NA,NA
05/09/12,10,-1,NA,NA,0,NA,NA
05/09/12,9,-1,0,0,5,NA,NA
05/09/12,8,-1,0,2,23,NA,27.73
05/09/12,7,-1,1,2,91,NA,NA
05/09/12,6,-1,0,0,83,2.3,27.71
05/09/12,5,-1,4,4,71,1.97,27.75
05/09/12,4,-1,2,1,64,NA,25.66
05/09/12,3,-1,2,1,79,NA,NA
05/09/12,2,-1,1,2,55,NA,NA
05/09/12,1,-1,1,3,44,NA,27.27
07/09/12,12,11,NA,NA,NA,NA,NA
07/09/12,11,-1,NA,NA,0,NA,NA
07/09/12,10,-1,NA,NA,0,NA,NA
07/09/12,9,-1,NA,NA,0,NA,NA
07/09/12,8,-1,0,1,74,1.96,26.5
07/09/12,7,-1,2,0,142,3.74,26.3
07/09/12,6,-1,0,2,125,3.4,27.2
07/09/12,5,-1,15,8,106,2.93,27.6
07/09/12,4,-1,4,6,127,3.43,27
07/09/12,3,-1,14,5,124,3.43,27.7
07/09/12,2,-1,NA,8,101,2.8,27.7
07/09/12,1,-1,13,4,NA,2.97,24.75
10/09/12,12,11,NA,NA,NA,NA,NA
10/09/12,11,-1,NA,NA,NA,NA,NA
10/09/12,10,-1,NA,NA,0,NA,NA
10/09/12,9,-1,0,0,1,NA,NA
10/09/12,8,-1,0,0,172,4.32,24.97
10/09/12,7,-1,0,2,156,4.29,27.5
10/09/12,6,-1,2,4,NA,NA,28.09
10/09/12,5,-1,4,4,135,3.82,28.3
10/09/12,4,-1,0,5,173,4.78,27.63
10/09/12,3,-1,6,2,135,3.87,28.67
10/09/12,2,-1,6,4,82,2.21,26.95
10/09/12,1,-1,4,8,81,2.11,26.05
12/09/12,12,11,NA,NA,NA,NA,NA
12/09/12,11,-1,NA,NA,NA,NA,NA
12/09/12,10,-1,NA,NA,0,NA,NA
12/09/12,9,-1,NA,NA,0,NA,NA
12/09/12,8,-1,0,0,28,NA,27.75
12/09/12,7,-1,1,1,43,NA,NA
12/09/12,6,-1,1,1,66,1.79,27.12
12/09/12,5,-1,2,2,71,1.97,27.75
12/09/12,4,-1,1,4,53,1.43,26.98
12/09/12,3,-1,1,3,54,1.49,27.41
12/09/12,2,-1,2,5,43,NA,NA
12/09/12,1,-1,0,9,29,NA,26.39
14/09/12,12,11,NA,NA,NA,NA,NA
14/09/12,11,-1,NA,NA,11,0.27,23.6
14/09/12,10,-1,0,0,0,NA,NA
14/09/12,9,-1,0,0,83,2.25,27.1
14/09/12,8,-1,1,1,111,2.9,26.73
14/09/12,7,-1,1,6,102,2.83,28
14/09/12,6,-1,1,0,130,3.66,28.2
14/09/12,5,-1,4,3,105,2.76,26.3
14/09/12,4,-1,9,7,101,2.76,27.33
14/09/12,3,-1,4,3,87,2.34,26.9
14/09/12,2,-1,4,3,79,1.91,24.2
14/09/12,1,-1,3,10,53,1.32,24.9
17/09/12,12,11,NA,NA,NA,NA,NA
17/09/12,11,-1,NA,NA,NA,NA,NA
17/09/12,10,-1,0,0,0,NA,NA
17/09/12,9,-1,4,0,112,2.93,26.16
17/09/12,8,-1,0,0,247,6.6,26.72
17/09/12,7,-1,0,1,245,6.66,27.18
17/09/12,6,-1,2,4,190,5.38,28.32
17/09/12,5,-1,0,3,177,5.11,28.87
17/09/12,4,-1,4,3,145,NA,NA
17/09/12,3,-1,7,0,172,NA,28.28
17/09/12,2,-1,0,0,144,3.94,27.36
17/09/12,1,-1,4,20,122,3.45,28.36
19/09/12,12,11,NA,NA,NA,NA,NA
19/09/12,11,-1,NA,NA,NA,NA,NA
19/09/12,10,-1,0,0,2,0,0
19/09/12,9,-1,2,3,58,1.51,26.03
19/09/12,8,-1,0,0,25,0.64,25.6
19/09/12,7,-1,2,3,53,1.45,27.36
19/09/12,6,-1,1,0,74,1.99,26.89
19/09/12,5,-1,3,4,89,2.55,28.65
19/09/12,4,-1,0,0,54,1.54,28.52
19/09/12,3,-1,2,5,71,2.02,28.45
19/09/12,2,-1,3,4,64,2.36,36.82
19/09/12,1,-1,3,8,24,NA,NA
21/09/12,12,11,NA,NA,NA,NA,NA
21/09/12,11,-1,NA,NA,NA,NA,NA
21/09/12,10,-1,0,0,12,NA,NA
21/09/12,9,-1,3,1,177,4.55,NA
21/09/12,8,-1,2,2,73,2.02,27.67
21/09/12,7,-1,0,0,NA,2.59,26.42
21/09/12,6,-1,2,1,85,2.37,27.88
21/09/12,5,-1,3,4,127,NA,27.79
21/09/12,4,-1,6,2,77,2.07,26.88
21/09/12,3,-1,0,2,73,1.94,26.58
21/09/12,2,-1,7,5,50,NA,NA
21/09/12,1,-1,6,7,28,NA,24.87
24/09/12,12,11,NA,NA,NA,NA,NA
24/09/12,11,-1,NA,NA,NA,NA,NA
24/09/12,10,-1,0,0,0,NA,NA
24/09/12,9,-1,2,0,46,1.13,24.57
24/09/12,8,-1,2,5,83,2.02,24.34
24/09/12,7,-1,0,0,201,5.51,27.41
24/09/12,6,-1,8,4,171,5.1,NA
24/09/12,5,-1,0,0,146,4.16,28.49
24/09/12,4,-1,8,2,135,3.83,28.37
24/09/12,3,-1,10,5,93,2.53,27.2
24/09/12,2,-1,12,5,95,2.63,27.68
24/09/12,1,-1,NA,NA,NA,2.26,25.11
26/09/12,12,11,NA,NA,NA,NA,NA
26/09/12,11,-1,NA,NA,NA,NA,NA
26/09/12,10,-1,NA,NA,0,NA,NA
26/09/12,9,-1,NA,NA,3,NA,NA
26/09/12,8,-1,NA,NA,73,NA,NA
26/09/12,7,-1,NA,NA,99,2.53,25.56
26/09/12,6,-1,NA,NA,121,3.35,27.68
26/09/12,5,-1,NA,NA,95,2.72,28.63
26/09/12,4,-1,NA,NA,68,1.9,27.94
26/09/12,3,-1,NA,NA,63,1.66,26.35
26/09/12,2,-1,NA,NA,97,2.45,NA
26/09/12,1,-1,NA,NA,49,1.26,25.71
28/09/12,12,11,NA,NA,NA,NA,NA
28/09/12,11,-1,NA,NA,NA,NA,NA
28/09/12,10,-1,NA,NA,NA,NA,NA
28/09/12,9,-1,3,2,77,2.1,27.27
28/09/12,8,-1,9,5,143,3.7,25.9
28/09/12,7,-1,4,3,69,1.79,26
28/09/12,6,-1,1,2,73,2.01,27.53
28/09/12,5,-1,1,3,107,3,28.04
28/09/12,4,-1,2,4,106,2.93,27.64
28/09/12,3,-1,2,8,72,1.94,26.94
28/09/12,2,-1,6,5,47,1.11,23.62
28/09/12,1,-1,7,3,50,1.21,24.2
01/10/12,12,11,NA,NA,NA,NA,NA
01/10/12,11,-1,NA,NA,NA,NA,NA
01/10/12,10,-1,NA,NA,1,NA,NA
01/10/12,9,-1,NA,NA,55,1.42,25.36
01/10/12,8,-1,NA,NA,188,4.71,25.05
01/10/12,7,-1,20,NA,NA,4.35,26.2
01/10/12,6,-1,10,4,147,4.05,27.55
01/10/12,5,-1,NA,NA,88,2.4,27.27
01/10/12,4,-1,NA,NA,88,2.31,26.25
01/10/12,3,-1,20,5,147,4.04,27.48
01/10/12,2,-1,20,8,99,2.71,27.47
01/10/12,1,-1,30,10,109,2.8,25.69
03/10/12,12,11,NA,NA,NA,NA,NA
03/10/12,11,-1,NA,NA,NA,NA,NA
03/10/12,10,-1,NA,NA,NA,NA,NA
03/10/12,9,-1,0,0,34,NA,NA
03/10/12,8,-1,2,3,29,NA,NA
03/10/12,7,-1,4,1,70,1.79,25.57
03/10/12,6,-1,5,6,111,2.98,26.85
03/10/12,5,-1,15,1,79,2.02,25.57
03/10/12,4,-1,6,10,41,NA,26.46
03/10/12,3,-1,4,3,54,NA,NA
03/10/12,2,-1,4,5,28,NA,NA
03/10/12,1,-1,5,11,40,NA,NA
05/10/12,12,11,NA,NA,NA,NA,NA
05/10/12,11,-1,NA,NA,NA,NA,NA
05/10/12,10,-1,NA,NA,NA,NA,NA
05/10/12,9,-1,7,0,133,3.25,24.44
05/10/12,8,-1,0,NA,57,1.43,25.26
05/10/12,7,-1,5,NA,126,3.41,27.06
05/10/12,6,-1,0,NA,118,3.15,26.69
05/10/12,5,-1,9,3,149,3.79,25.44
05/10/12,4,-1,14,3,109,2.81,25.78
05/10/12,3,-1,1,3,106,2.55,24.06
05/10/12,2,-1,NA,7,53,NA,NA
05/10/12,1,-1,5,3,52,NA,27.1
08/10/12,12,11,NA,NA,NA,NA,NA
08/10/12,11,-1,NA,NA,NA,NA,NA
08/10/12,10,-1,NA,NA,0,NA,NA
08/10/12,9,-1,7,5,15,NA,NA
08/10/12,8,-1,7,3,154,4.26,27.66
08/10/12,7,-1,6,NA,220,5.86,26.64
08/10/12,6,-1,0,NA,236,6.53,27.67
08/10/12,5,-1,10,NA,120,3.17,26.42
08/10/12,4,-1,5,3,123,3.32,26.99
08/10/12,3,-1,NA,NA,125,3.47,27.76
08/10/12,2,-1,NA,NA,137,3.78,27.52
08/10/12,1,-1,NA,NA,NA,2.44,26.24
10/10/12,12,11,NA,NA,NA,NA,NA
10/10/12,11,-1,NA,NA,NA,NA,NA
10/10/12,10,-1,NA,NA,0,NA,NA
10/10/12,9,-1,0,0,6,NA,NA
10/10/12,8,-1,1,0,64,NA,NA
10/10/12,7,-1,3,0,94,2.51,26.7
10/10/12,6,-1,3,1,77,2.15,27.92
10/10/12,5,-1,3,1,102,2.92,28.63
10/10/12,4,-1,6,2,66,1.91,28.94
10/10/12,3,-1,4,4,41,1.17,28.54
10/10/12,2,-1,5,3,47,1.3,27.02
10/10/12,1,-1,10,10,29,0.77,26.9
12/10/12,12,11,NA,NA,NA,NA,NA
12/10/12,11,-1,NA,NA,NA,NA,NA
12/10/12,10,-1,NA,NA,2,NA,NA
12/10/12,9,-1,0,2,49,1.37,NA
12/10/12,8,-1,6,0,115,3.06,26.61
12/10/12,7,-1,7,1,87,2.37,27.24
12/10/12,6,-1,4,5,96,2.6,27.08
12/10/12,5,-1,7,3,136,3.88,28.53
12/10/12,4,-1,NA,NA,127,3.43,27.01
12/10/12,3,-1,5,6,94,2.56,27.23
12/10/12,2,-1,NA,NA,56,1.49,26.61
12/10/12,1,-1,12,1,36,0.9,25
15/10/12,12,11,NA,NA,NA,NA,NA
15/10/12,11,-1,NA,NA,NA,NA,NA
15/10/12,10,-1,NA,NA,NA,NA,NA
15/10/12,9,-1,NA,NA,14,0.35,25
15/10/12,8,-1,1,1,185,4.74,25.62
15/10/12,7,-1,NA,NA,211,5.53,26.21
15/10/12,6,-1,8,3,165,4.58,27.76
15/10/12,5,-1,7,3,179,5.1,28.49
15/10/12,4,-1,6,7,151,4.16,27.55
15/10/12,3,-1,4,0,149,4.05,27.25
15/10/12,2,-1,6,3,105,2.83,26.95
15/10/12,1,-1,6,11,NA,NA,NA
17/10/12,12,11,NA,NA,NA,NA,NA
17/10/12,11,-1,NA,NA,NA,NA,NA
17/10/12,10,-1,NA,NA,NA,NA,NA
17/10/12,9,-1,0,4,29,0.74,25.52
17/10/12,8,-1,2,8,66,1.65,25
17/10/12,7,-1,NA,NA,72,1.98,27.5
17/10/12,6,-1,NA,NA,109,2.83,25.96
17/10/12,5,-1,NA,NA,113,3.16,27.96
17/10/12,4,-1,NA,NA,74,2.08,28.18
17/10/12,3,-1,NA,NA,40,1.08,27
17/10/12,2,-1,NA,NA,32,0.89,27.81
17/10/12,1,-1,NA,NA,35,0.93,26.57
19/10/12,12,11,NA,NA,NA,NA,NA
19/10/12,11,-1,NA,NA,NA,NA,NA
19/10/12,10,-1,NA,NA,1,NA,NA
19/10/12,9,-1,7,NA,87,2.16,24.65
19/10/12,8,-1,0,NA,69,1.75,25.36
19/10/12,7,-1,4,3,85,2.18,25.65
19/10/12,6,-1,10,2,112,2.89,25.8
19/10/12,5,-1,2,2,85,2.2,25.88
19/10/12,4,-1,11,2,74,1.97,26.62
19/10/12,3,-1,8,3,73,1.91,26.16
19/10/12,2,-1,NA,NA,36,0.95,26.39
19/10/12,1,-1,NA,NA,23,0.54,23.48
22/10/12,12,11,NA,NA,NA,NA,NA
22/10/12,11,-1,NA,NA,NA,NA,NA
22/10/12,10,-1,NA,NA,0,NA,NA
22/10/12,9,-1,NA,NA,0,NA,NA
22/10/12,8,-1,2,2,157,3.84,24.46
22/10/12,7,-1,2,NA,159,4.23,26.6
22/10/12,6,-1,6,3,165,4.38,26.55
22/10/12,5,-1,1,1,138,3.74,27.1
22/10/12,4,-1,2,2,131,3.5,26.72
22/10/12,3,-1,6,6,132,3.46,26.21
22/10/12,2,-1,4,5,132,3.34,25.3
22/10/12,1,-1,7,6,70,1.86,26.57
24/10/12,12,11,NA,NA,NA,NA,NA
24/10/12,11,-1,NA,NA,NA,NA,NA
24/10/12,10,-1,NA,NA,NA,NA,NA
24/10/12,9,-1,NA,NA,NA,NA,NA
24/10/12,8,-1,NA,NA,NA,NA,NA
24/10/12,7,-1,0,0,91,2.38,26.15
24/10/12,6,-1,3,0,100,2.62,26.2
24/10/12,5,-1,0,0,110,3,27.27
24/10/12,4,-1,4,1,97,2.56,26.39
24/10/12,3,-1,8,2,87,2.35,27.01
24/10/12,2,-1,2,3,44,1.13,25.68
24/10/12,1,-1,0,0,14,0.33,23.57
26/10/12,12,11,NA,NA,NA,NA,NA
26/10/12,11,-1,NA,NA,NA,NA,NA
26/10/12,10,-1,NA,NA,NA,NA,NA
26/10/12,9,-1,NA,NA,59,1.56,26.44
26/10/12,8,-1,1,3,78,1.96,25.13
26/10/12,7,-1,2,2,92,2.32,25.22
26/10/12,6,-1,8,1,103,2.54,24.66
26/10/12,5,-1,4,1,116,3.07,26.47
26/10/12,4,-1,8,2,105,2.6,24.76
26/10/12,3,-1,7,7,71,1.72,24.23
26/10/12,2,-1,8,4,32,0.82,25.63
26/10/12,1,-1,7,1,10,0.25,25
29/10/12,12,11,NA,NA,NA,NA,NA
29/10/12,11,-1,NA,NA,NA,NA,NA
29/10/12,10,-1,NA,NA,NA,NA,NA
29/10/12,9,-1,7,2,71,1.78,25.07
29/10/12,8,-1,8,6,128,3.55,27.73
29/10/12,7,-1,18,3,119,3.27,27.48
29/10/12,6,-1,11,4,121,3.31,27.36
29/10/12,5,-1,8,2,103,2.78,26.99
29/10/12,4,-1,9,6,99,2.14,21.61
29/10/12,3,-1,14,4,74,1.88,25.41
29/10/12,2,-1,10,3,32,0.79,24.69
29/10/12,1,-1,0,6,11,0.26,23.64
31/10/12,12,11,NA,NA,NA,NA,NA
31/10/12,11,-1,NA,NA,NA,NA,NA
31/10/12,10,-1,NA,NA,0,NA,NA
31/10/12,9,-1,NA,NA,0,NA,NA
31/10/12,8,-1,NA,NA,13,NA,NA
31/10/12,7,-1,NA,NA,91,NA,NA
31/10/12,6,-1,NA,NA,98,2.71,27.65
31/10/12,5,-1,NA,NA,126,3.4,26.98
31/10/12,4,-1,NA,NA,109,2.9,26.61
31/10/12,3,-1,NA,NA,88,2.39,27.16
31/10/12,2,-1,NA,NA,65,NA,NA
31/10/12,1,-1,NA,NA,NA,NA,NA
02/11/12,12,11,NA,NA,NA,NA,NA
02/11/12,11,-1,NA,NA,0,NA,NA
02/11/12,10,-1,NA,NA,0,NA,NA
02/11/12,9,-1,NA,NA,0,NA,NA
02/11/12,8,-1,NA,NA,53,1.39,26.23
02/11/12,7,-1,3,2,62,1.55,25
02/11/12,6,-1,NA,NA,86,2.29,26.63
02/11/12,5,-1,3,5,63,1.69,26.83
02/11/12,4,-1,6,2,45,1.17,26
02/11/12,3,-1,NA,NA,45,1.15,25.56
02/11/12,2,-1,11,6,24,NA,NA
02/11/12,1,-1,NA,NA,5,NA,NA
05/11/12,12,11,NA,NA,NA,NA,NA
05/11/12,11,-1,NA,NA,NA,NA,NA
05/11/12,10,-1,NA,NA,NA,NA,NA
05/11/12,9,-1,NA,NA,NA,7,NA
05/11/12,8,-1,NA,NA,NA,13,NA
05/11/12,7,-1,5,1,248,6.46,26.05
05/11/12,6,-1,13,6,140,3.82,27.29
05/11/12,5,-1,4,5,149,4.2,28.19
05/11/12,4,-1,3,5,161,4.55,28.26
05/11/12,3,-1,8,2,166,4.46,26.87
05/11/12,2,-1,14,2,82,2.17,26.46
05/11/12,1,-1,NA,NA,NA,1.67,26.51
07/11/12,12,11,NA,NA,NA,NA,NA
07/11/12,11,-1,NA,NA,0,NA,NA
07/11/12,10,-1,NA,NA,0,NA,NA
07/11/12,9,-1,NA,1,6,NA,NA
07/11/12,8,-1,NA,0,14,NA,NA
07/11/12,7,-1,6,0,66,1.72,26.06
07/11/12,6,-1,2,2,94,2.53,26.91
07/11/12,5,-1,0,0,78,2.22,28.46
07/11/12,4,-1,3,2,47,1.33,28.3
07/11/12,3,-1,0,0,43,1.18,27.44
07/11/12,2,-1,0,0,34,0.91,26.76
07/11/12,1,-1,2,0,21,0.54,25.71
09/11/12,12,11,NA,NA,NA,NA,NA
09/11/12,11,-1,NA,NA,NA,NA,NA
09/11/12,10,-1,NA,NA,NA,NA,NA
09/11/12,9,-1,0,0,15,0.37,24.67
09/11/12,8,-1,0,2,106,2.73,25.75
09/11/12,7,-1,3,3,76,2.09,27.37
09/11/12,6,-1,5,6,92,2.48,26.96
09/11/12,5,-1,4,7,118,3.37,28.56
09/11/12,4,-1,2,8,134,3.37,25.15
09/11/12,3,-1,0,8,84,2.2,26.19
09/11/12,2,-1,4,9,46,1.16,25.22
09/11/12,1,-1,3,11,11,0.27,25.54
12/11/12,12,11,NA,NA,NA,NA,NA
12/11/12,11,-1,NA,NA,0,NA,NA
12/11/12,10,-1,0,0,0,NA,NA
12/11/12,9,-1,0,0,0,NA,NA
12/11/12,8,-1,0,0,8,NA,NA
12/11/12,7,-1,0,0,168,NA,NA
12/11/12,6,-1,2,2,209,5.94,28.42
12/11/12,5,-1,5,3,103,2.87,27.87
12/11/12,4,-1,6,2,120,3.37,28.08
12/11/12,3,-1,7,0,120,3.28,27.33
12/11/12,2,-1,5,3,112,3,26.79
12/11/12,1,-1,NA,NA,NA,NA,NA
14/11/12,12,11,NA,NA,NA,NA,NA
14/11/12,11,-1,NA,NA,NA,NA,NA
14/11/12,10,-1,0,0,0,NA,NA
14/11/12,9,-1,0,0,0,NA,NA
14/11/12,8,-1,0,0,1,NA,NA
14/11/12,7,-1,0,1,44,1.18,26.22
14/11/12,6,-1,3,1,59,1.57,26.61
14/11/12,5,-1,2,4,126,3.51,27.86
14/11/12,4,-1,7,3,97,2.7,27.84
14/11/12,3,-1,1,1,108,3.04,28.15
14/11/12,2,-1,0,0,72,2.06,28.61
14/11/12,1,-1,4,3,52,1.39,26.73
16/11/12,12,11,NA,NA,NA,NA,NA
16/11/12,11,-1,NA,NA,0,NA,NA
16/11/12,10,-1,0,0,0,NA,NA
16/11/12,9,-1,0,0,0,NA,NA
16/11/12,8,-1,0,0,28,0.77,27.5
16/11/12,7,-1,0,1,219,5.91,26.99
16/11/12,6,-1,6,0,127,3.47,27.32
16/11/12,5,-1,1,2,107,2.95,27.57
16/11/12,4,-1,0,0,129,3.59,27.83
16/11/12,3,-1,6,3,134,3.83,28.66
16/11/12,2,-1,0,0,91,2.51,27.58
16/11/12,1,-1,10,4,36,0.95,26.39
19/11/12,12,11,NA,NA,NA,NA,NA
19/11/12,11,-1,NA,NA,0,NA,NA
19/11/12,10,-1,0,0,2,NA,NA
19/11/12,9,-1,0,0,11,NA,NA
19/11/12,8,-1,0,0,216,5.58,25.79
19/11/12,7,-1,2,3,94,2.35,25
19/11/12,6,-1,0,0,192,5.27,27.45
19/11/12,5,-1,0,0,162,4.68,28.89
19/11/12,4,-1,3,4,105,2.95,28.1
19/11/12,3,-1,5,4,126,3.54,28.1
19/11/12,2,-1,6,2,79,2.19,27.72
19/11/12,1,-1,1,5,25,0.68,27.2
21/11/12,12,11,NA,NA,NA,NA,NA
21/11/12,11,-1,NA,NA,0,NA,NA
21/11/12,10,-1,0,0,0,NA,NA
21/11/12,9,-1,0,0,NA,0.71,25.71
21/11/12,8,-1,0,8,39,0.94,24.1
21/11/12,7,-1,3,1,56,1.53,27.32
21/11/12,6,-1,0,0,70,1.92,27.71
21/11/12,5,-1,2,2,134,3.88,28.96
21/11/12,4,-1,4,6,56,1.61,28.75
21/11/12,3,-1,8,3,87,2.26,25.97
21/11/12,2,-1,5,3,26,0.7,26.92
21/11/12,1,-1,0,0,11,0.27,24.55
23/11/12,12,11,NA,NA,NA,NA,NA
23/11/12,11,-1,NA,NA,NA,NA,NA
