Date,Tray,check,U_count,A_count,P_count,G_total,Mg_avg
11/11/13,11,-1,0,0,0,NA,NA
11/11/13,10,-1,0,0,30,0.83,27.67
11/11/13,9,-1,2,2,100,2.81,28.1
11/11/13,8,-1,1,3,109,3.16,28.99
11/11/13,7,-1,4,1,136,4.25,31.25
11/11/13,6,-1,2,0,166,5.3,31.93
11/11/13,5,-1,5,2,121,3.83,31.65
11/11/13,4,-1,3,5,132,3.89,29.47
11/11/13,3,-1,9,3,102,2.94,28.82
11/11/13,2,-1,7,5,62,1.75,28.23
11/11/13,1,-1,8,5,58,1.63,28.1
13/11/13,12,11,0,0,0,NA,NA
13/11/13,11,-1,0,0,0,NA,NA
13/11/13,10,-1,1,0,101,2.6,25.74
13/11/13,9,-1,2,1,113,3.05,26.99
13/11/13,8,-1,3,2,71,2.04,28.73
13/11/13,7,-1,3,2,116,3.42,29.48
13/11/13,6,-1,3,6,48,1.46,30.42
13/11/13,5,-1,5,2,64,1.77,27.66
13/11/13,4,-1,5,3,67,1.86,27.76
13/11/13,3,-1,8,3,55,1.54,28
13/11/13,2,-1,4,4,54,1.44,26.67
13/11/13,1,-1,4,9,15,0.41,27.33
15/11/13,12,11,0,0,0,NA,NA
15/11/13,11,-1,0,0,0,NA,NA
15/11/13,10,-1,3,0,99,2.55,25.76
15/11/13,9,-1,3,1,132,3.69,27.96
15/11/13,8,-1,6,4,109,3.06,28.07
15/11/13,7,-1,4,0,60,1.7,28.33
15/11/13,6,-1,1,9,56,1.68,30
15/11/13,5,-1,6,0,75,2.06,27.47
15/11/13,4,-1,4,5,57,1.57,27.54
15/11/13,3,-1,2,6,51,1.34,26.28
15/11/13,2,-1,3,7,41,1.03,25.12
15/11/13,1,-1,3,11,39,1.03,26.41
18/11/13,12,11,0,0,0,NA,NA
18/11/13,11,-1,0,0,0,NA,NA
18/11/13,10,-1,NA,NA,NA,NA,NA
18/11/13,9,-1,4,3,114,3.16,27.72
18/11/13,8,-1,6,3,121,3.62,29.92
18/11/13,7,-1,1,4,176,5.53,NA
18/11/13,6,-1,7,6,117,3.68,31.45
18/11/13,5,-1,3,4,138,4.42,32.03
18/11/13,4,-1,6,1,152,4.6,30.26
18/11/13,3,-1,3,7,117,3.53,30.17
18/11/13,2,-1,8,6,69,1.94,28.12
18/11/13,1,-1,14,11,71,2,28.17
20/11/13,12,11,0,0,0,NA,NA
20/11/13,11,-1,0,0,0,NA,NA
20/11/13,10,-1,6,2,45,1.16,25.78
20/11/13,9,-1,6,0,70,1.92,27.43
20/11/13,8,-1,8,2,58,1.58,27.24
20/11/13,7,-1,5,1,61,1.8,29.51
20/11/13,6,-1,4,3,92,2.84,30.87
20/11/13,5,-1,6,3,82,2.5,30.49
20/11/13,4,-1,8,2,67,1.81,27.02
20/11/13,3,-1,8,6,41,1.16,28.29
20/11/13,2,-1,6,3,40,1.06,26.5
20/11/13,1,-1,8,4,14,0.38,27.14
22/11/13,12,11,0,0,0,NA,NA
22/11/13,11,-1,0,0,0,NA,NA
22/11/13,10,-1,1,0,105,2.69,25.62
22/11/13,9,-1,4,1,104,2.81,27.02
22/11/13,8,-1,2,0,66,1.82,27.58
22/11/13,7,-1,6,3,47,1.32,28.09
22/11/13,6,-1,4,2,120,3.54,29.5
22/11/13,5,-1,6,3,98,2.83,28.88
22/11/13,4,-1,7,1,40,1.06,26.5
22/11/13,3,-1,4,6,36,1.02,28.33
22/11/13,2,-1,2,8,27,0.7,25.93
22/11/13,1,-1,11,9,4,0.11,27.5
25/11/13,12,11,0,0,0,NA,NA
25/11/13,11,-1,0,0,0,NA,NA
25/11/13,10,-1,NA,NA,NA,NA,NA
25/11/13,9,-1,8,0,124,3.21,25.89
25/11/13,8,-1,7,1,118,3.22,27.29
25/11/13,7,-1,6,0,183,5.09,27.81
25/11/13,6,-1,6,2,144,4.3,29.86
25/11/13,5,-1,7,6,104,2.92,28.08
25/11/13,4,-1,5,2,92,2.6,28.26
25/11/13,3,-1,6,4,92,2.43,26.41
25/11/13,2,-1,9,3,59,1.53,25.93
25/11/13,1,-1,10,3,52,1.36,26.15
27/11/13,12,11,0,0,0,NA,NA
27/11/13,11,-1,0,0,0,NA,NA
27/11/13,10,-1,0,0,3,0.08,26.67
27/11/13,9,-1,1,0,41,1.06,25.85
27/11/13,8,-1,2,0,101,2.83,28.02
27/11/13,7,-1,3,1,82,2.41,29.39
27/11/13,6,-1,2,0,96,2.76,28.75
27/11/13,5,-1,3,0,56,1.54,27.5
27/11/13,4,-1,4,1,77,2.21,28.7
27/11/13,3,-1,5,3,63,1.71,27.14
27/11/13,2,-1,5,0,43,1.16,26.98
27/11/13,1,-1,NA,NA,17,0.46,27.06
29/11/13,12,11,0,0,0,NA,NA
29/11/13,11,-1,0,0,0,NA,NA
29/11/13,10,-1,2,2,79,1.92,24.3
29/11/13,9,-1,1,2,82,2.16,26.34
29/11/13,8,-1,3,4,80,2.08,26
29/11/13,7,-1,3,0,81,2.23,27.53
29/11/13,6,-1,6,1,102,2.93,28.73
29/11/13,5,-1,5,2,78,2.05,26.28
29/11/13,4,-1,4,4,85,2.13,25.06
29/11/13,3,-1,3,8,96,2.53,26.35
29/11/13,2,-1,8,2,59,1.52,25.76
29/11/13,1,-1,11,9,8,0.21,26.25
02/12/13,12,11,0,0,0,NA,NA
02/12/13,11,-1,0,0,0,NA,NA
02/12/13,10,-1,NA,NA,NA,NA,NA
02/12/13,9,-1,1,1,88,2.21,25.11
02/12/13,8,-1,3,0,151,4,26.49
02/12/13,7,-1,7,0,137,3.76,27.45
02/12/13,6,-1,1,4,116,3.35,28.88
02/12/13,5,-1,2,6,90,2.65,29.44
02/12/13,4,-1,3,4,125,3.26,26.08
02/12/13,3,-1,7,2,86,2.34,27.21
02/12/13,2,-1,8,4,73,1.98,27.12
02/12/13,1,-1,0,0,54,1.49,27.59
04/12/13,12,11,0,0,0,NA,NA
04/12/13,11,-1,0,0,0,NA,NA
04/12/13,10,-1,0,0,5,0.11,NA
04/12/13,9,-1,0,0,53,1.31,24.72
04/12/13,8,-1,2,1,107,2.81,26.26
04/12/13,7,-1,6,3,60,1.65,27.5
04/12/13,6,-1,1,2,101,3.01,29.8
04/12/13,5,-1,4,3,69,2.01,29.13
04/12/13,4,-1,6,3,41,1.06,25.85
04/12/13,3,-1,4,2,28,0.77,27.5
04/12/13,2,-1,8,1,37,1.01,27.3
04/12/13,1,-1,3,4,13,0.34,26.15
06/12/13,12,11,0,0,0,NA,NA
06/12/13,11,-1,0,0,0,NA,NA
06/12/13,10,-1,0,0,72,1.93,26.81
06/12/13,9,-1,0,0,103,2.88,27.96
06/12/13,8,-1,3,1,37,1.03,27.84
06/12/13,7,-1,8,5,94,2.76,29.36
06/12/13,6,-1,0,4,160,4.9,30.63
06/12/13,5,-1,8,1,95,2.88,30.32
06/12/13,4,-1,6,3,39,1.09,27.95
06/12/13,3,-1,6,4,42,1.28,30.48
06/12/13,2,-1,8,8,32,0.88,27.5
06/12/13,1,-1,0,13,8,0.2,25
09/12/13,12,11,0,0,0,NA,NA
09/12/13,11,-1,0,0,0,NA,NA
09/12/13,10,-1,NA,NA,NA,NA,NA
09/12/13,9,-1,7,5,148,3.75,25.34
09/12/13,8,-1,1,4,132,3.51,26.59
09/12/13,7,-1,3,0,93,2.43,26.13
09/12/13,6,-1,6,7,123,3.41,27.72
09/12/13,5,-1,6,3,92,2.49,27.07
09/12/13,4,-1,7,4,140,4.08,29.14
09/12/13,3,-1,3,4,61,1.65,27.05
09/12/13,2,-1,8,4,63,1.75,27.78
09/12/13,1,-1,11,13,59,1.53,25.93
11/12/13,12,11,0,0,0,NA,NA
11/12/13,11,-1,0,0,0,NA,NA
11/12/13,10,-1,0,0,10,0.25,25
11/12/13,9,-1,2,0,24,0.6,25
11/12/13,8,-1,3,3,81,2.21,27.28
11/12/13,7,-1,1,0,58,1.56,26.9
11/12/13,6,-1,6,3,61,1.78,29.18
11/12/13,5,-1,7,1,39,1.02,26.15
11/12/13,4,-1,6,2,38,1.02,26.84
11/12/13,3,-1,4,4,39,1.05,26.92
11/12/13,2,-1,3,6,38,1.08,28.42
11/12/13,1,-1,4,1,23,0.59,25.65
13/12/13,12,11,0,0,0,NA,NA
13/12/13,11,-1,0,0,0,NA,NA
13/12/13,10,-1,0,0,91,2.37,26.04
13/12/13,9,-1,1,1,54,1.44,26.67
13/12/13,8,-1,2,0,51,1.34,26.28
13/12/13,7,-1,4,0,104,2.9,27.89
13/12/13,6,-1,3,4,90,2.56,28.56
13/12/13,5,-1,6,2,99,2.66,26.87
13/12/13,4,-1,6,4,52,1.44,27.69
13/12/13,3,-1,7,6,58,1.53,26.38
13/12/13,2,-1,8,6,14,0.37,26.43
13/12/13,1,-1,11,13,26,0.64,24.62
16/12/13,12,11,0,0,0,NA,NA
16/12/13,11,-1,0,0,0,NA,NA
16/12/13,10,-1,0,0,10,0.28,28
16/12/13,9,-1,0,2,224,6.03,26.92
16/12/13,8,-1,4,0,131,3.77,28.78
16/12/13,7,-1,6,2,157,4.55,28.98
16/12/13,6,-1,3,4,113,3.21,28.41
16/12/13,5,-1,8,5,118,3.72,31.53
16/12/13,4,-1,1,1,148,4.21,28.45
16/12/13,3,-1,3,6,92,2.65,28.8
16/12/13,2,-1,7,1,28,0.78,27.86
16/12/13,1,-1,8,9,34,0.97,28.53
18/12/13,12,11,NA,NA,0,NA,NA
18/12/13,11,-1,NA,NA,0,NA,NA
18/12/13,10,-1,NA,NA,58,1.73,29.83
18/12/13,9,-1,NA,NA,44,1.31,29.77
18/12/13,8,-1,NA,NA,95,2.94,31.28
18/12/13,7,-1,NA,NA,73,2.4,32.88
18/12/13,6,-1,NA,NA,55,1.63,29.64
18/12/13,5,-1,NA,NA,64,2,31.25
18/12/13,4,-1,NA,NA,49,1.5,30.61
18/12/13,3,-1,NA,NA,67,1.95,29.1
18/12/13,2,-1,NA,NA,23,0.69,30
18/12/13,1,-1,NA,NA,17,0.51,30
20/12/13,12,11,0,0,0,NA,NA
27/11/13,11,-1,0,0,0,NA,NA
20/12/13,10,-1,4,0,122,3.31,27.13
20/12/13,9,-1,0,0,58,1.65,28.45
20/12/13,8,-1,4,0,68,1.89,27.79
20/12/13,7,-1,3,3,98,2.88,29.39
20/12/13,6,-1,3,1,94,2.86,30.43
20/12/13,5,-1,3,5,91,2.81,30.88
20/12/13,4,-1,3,6,45,1.25,27.78
20/12/13,3,-1,4,6,55,1.52,27.64
20/12/13,2,-1,7,4,21,0.56,26.67
20/12/13,1,-1,8,2,28,0.73,26.07
23/12/13,12,11,0,0,0,NA,NA
23/12/13,11,-1,0,0,0,NA,NA
23/12/13,10,-1,4,0,108,2.96,27.41
23/12/13,9,-1,6,1,140,4.17,29.79
23/12/13,8,-1,10,1,62,1.84,29.68
23/12/13,7,-1,7,3,85,2.61,30.71
23/12/13,6,-1,11,4,160,4.95,30.94
23/12/13,5,-1,7,6,115,3.5,30.43
23/12/13,4,-1,5,5,117,3.3,28.88
23/12/13,3,-1,4,5,58,1.68,28.97
23/12/13,2,-1,9,5,33,0.95,28.79
23/12/13,1,-1,NA,NA,NA,NA,NA
25/12/13,12,11,0,0,0,NA,NA
25/12/13,11,-1,0,0,0,NA,NA
25/12/13,10,-1,7,0,74,2.04,27.57
25/12/13,9,-1,1,1,155,4.43,28.58
25/12/13,8,-1,2,2,84,2.46,29.29
25/12/13,7,-1,0,2,83,2.5,30.12
25/12/13,6,-1,3,2,75,2.15,28.66
25/12/13,5,-1,1,6,72,2.07,28.75
25/12/13,4,-1,3,7,69,1.96,28.41
25/12/13,3,-1,1,9,28,0.78,27.86
25/12/13,2,-1,1,6,14,0.38,27.14
25/12/13,1,-1,NA,NA,NA,NA,NA
27/12/13,12,11,NA,NA,NA,NA,NA
27/12/13,11,-1,0,0,0,NA,NA
27/12/13,10,-1,8,2,72,1.83,25.4
27/12/13,9,-1,1,1,65,1.89,29.1
27/12/13,8,-1,1,2,51,1.41,27.6
27/12/13,7,-1,1,0,31,0.88,28.4
27/12/13,6,-1,0,3,44,1.32,30
27/12/13,5,-1,2,5,49,1.36,27.7
27/12/13,4,-1,2,5,52,1.52,29.2
27/12/13,3,-1,1,3,26,0.71,27.3
27/12/13,2,-1,1,4,22,0.59,26.8
27/12/13,1,-1,2,2,11,0.29,26.3
30/12/13,12,11,NA,NA,NA,NA,NA
30/12/13,11,-1,0,0,0,NA,NA
30/12/13,10,-1,5,1,157,3.98,25.35
30/12/13,9,-1,5,0,148,4.2,28.38
30/12/13,8,-1,5,0,87,2.45,28.16
30/12/13,7,-1,10,2,126,3.56,28.25
30/12/13,6,-1,99,4,86,2.44,28.37
30/12/13,5,-1,6,4,108,2.99,27.69
30/12/13,4,-1,7,12,88,2.47,28.07
30/12/13,3,-1,10,4,44,1.18,26.82
30/12/13,2,-1,7,5,69,1.74,25.22
30/12/13,1,-1,NA,NA,NA,NA,NA
01/01/14,12,11,NA,NA,NA,NA,NA
01/01/14,11,-1,0,0,9,0.23,25.56
01/01/14,10,-1,4,0,62,1.59,25.65
01/01/14,9,-1,4,2,81,2.33,28.77
01/01/14,8,-1,2,2,76,2.31,30.4
01/01/14,7,-1,5,4,53,1.62,30.56
01/01/14,6,-1,7,1,92,2.87,31.2
01/01/14,5,-1,6,2,98,2.94,30
01/01/14,4,-1,5,7,46,1.38,30
01/01/14,3,-1,6,5,45,1.36,30.22
01/01/14,2,-1,6,2,26,0.76,29.23
01/01/14,1,-1,NA,NA,NA,NA,NA
03/01/14,12,11,NA,NA,NA,NA,NA
03/01/14,11,-1,0,0,0,NA,NA
03/01/14,10,-1,3,0,66,1.79,27.12
03/01/14,9,-1,2,1,77,2.13,27.66
03/01/14,8,-1,3,1,48,1.47,30.62
03/01/14,7,-1,1,2,89,2.63,29.55
03/01/14,6,-1,3,0,110,3.37,30.63
03/01/14,5,-1,2,6,59,1.84,31.18
03/01/14,4,-1,3,0,71,2.06,29.01
03/01/14,3,-1,4,4,57,1.62,28.42
03/01/14,2,-1,1,4,64,1.9,29.68
03/01/14,1,-1,3,10,21,0.62,29.52
06/01/14,12,11,NA,NA,NA,NA,NA
06/01/14,11,-1,0,0,0,NA,NA
06/01/14,10,-1,1,0,122,3.36,27.54
06/01/14,9,-1,3,0,131,3.64,27.79
06/01/14,8,-1,4,1,123,3.46,28.13
06/01/14,7,-1,1,5,171,4.8,28.07
06/01/14,6,-1,3,3,106,2.92,27.55
06/01/14,5,-1,6,2,101,2.81,27.87
06/01/14,4,-1,8,4,66,1.75,26.52
06/01/14,3,-1,7,6,67,1.82,27.16
06/01/14,2,-1,8,11,66,1.73,26.21
06/01/14,1,-1,13,11,37,0.9,24.43
08/01/14,12,11,0,0,0,NA,NA
08/01/14,11,-1,0,0,0,NA,NA
08/01/14,10,-1,2,0,74,1.83,24.73
08/01/14,9,-1,5,0,141,3.86,27.38
08/01/14,8,-1,4,0,102,2.86,28.04
08/01/14,7,-1,0,0,70,1.93,27.57
08/01/14,6,-1,4,0,58,1.64,28.28
08/01/14,5,-1,3,7,38,0.99,26.05
08/01/14,4,-1,4,8,40,1.06,26.5
08/01/14,3,-1,8,3,46,1.27,27.61
08/01/14,2,-1,6,3,19,0.51,26.84
08/01/14,1,-1,NA,NA,NA,NA,NA
10/01/14,12,11,0,0,0,NA,NA
10/01/14,11,-1,0,0,0,NA,NA
10/01/14,10,-1,2,0,40,1.07,26.75
10/01/14,9,-1,1,1,93,2.58,27.74
10/01/14,8,-1,3,0,91,2.73,30
10/01/14,7,-1,2,0,52,1.5,28.85
10/01/14,6,-1,2,2,90,2.51,27.89
10/01/14,5,-1,8,5,92,2.44,26.52
10/01/14,4,-1,7,4,84,2.25,26.79
10/01/14,3,-1,4,6,48,1.28,26.67
10/01/14,2,-1,8,6,21,0.57,27.14
10/01/14,1,-1,NA,NA,NA,NA,NA
13/01/14,12,11,0,0,0,NA,NA
27/11/13,11,-1,0,0,0,NA,NA
13/01/14,10,-1,0,0,0,NA,NA
13/01/14,9,-1,2,0,66,2.02,30.61
13/01/14,8,-1,1,0,76,2.27,29.87
13/01/14,7,-1,4,0,98,3.1,31.63
13/01/14,6,-1,2,3,88,2.7,30.68
13/01/14,5,-1,3,2,77,2.48,32.2
13/01/14,4,-1,6,4,68,1.91,28.1
13/01/14,3,-1,4,3,77,2.19,28.4
13/01/14,2,-1,3,2,37,1.04,28.1
13/01/14,1,-1,NA,NA,NA,NA,NA
15/01/14,12,11,0,0,0,NA,NA
15/01/14,11,-1,0,0,0,NA,NA
15/01/14,10,-1,0,0,4,0.13,32.5
15/01/14,9,-1,0,0,87,2.63,30.23
15/01/14,8,-1,1,2,78,2.43,31.15
15/01/14,7,-1,1,3,40,1.22,30.5
15/01/14,6,-1,2,2,90,2.95,32.78
15/01/14,5,-1,1,3,53,1.59,30
15/01/14,4,-1,2,3,56,1.59,28.39
15/01/14,3,-1,0,5,39,1.14,29.23
15/01/14,2,-1,2,9,29,0.87,30
15/01/14,1,-1,NA,NA,NA,NA,NA
17/01/14,12,11,0,0,0,NA,NA
17/01/14,11,-1,0,0,0,NA,NA
17/01/14,10,-1,NA,NA,NA,NA,NA
17/01/14,9,-1,1,0,79,2.22,28.1
17/01/14,8,-1,1,3,78,2.21,28.33
17/01/14,7,-1,4,5,88,2.61,29.66
17/01/14,6,-1,7,2,122,3.52,28.85
17/01/14,5,-1,6,5,67,1.82,27.16
17/01/14,4,-1,0,0,34,0.9,26.47
17/01/14,3,-1,4,1,33,0.86,26.06
17/01/14,2,-1,4,2,28,0.73,26.07
17/01/14,1,-1,NA,NA,NA,NA,NA
20/01/14,12,11,0,0,0,NA,NA
20/01/14,11,-1,0,0,0,NA,NA
20/01/14,10,-1,NA,NA,NA,NA,NA
20/01/14,9,-1,1,0,40,1.15,28.75
20/01/14,8,-1,2,1,94,2.71,28.83
20/01/14,7,-1,0,1,168,5.17,30.77
20/01/14,6,-1,4,2,111,3.58,32.25
20/01/14,5,-1,3,3,89,2.62,29.44
20/01/14,4,-1,3,1,83,2.45,29.52
20/01/14,3,-1,5,8,71,2.1,29.58
20/01/14,2,-1,7,3,64,1.83,28.59
20/01/14,1,-1,NA,NA,NA,NA,NA
22/01/14,12,11,0,0,0,NA,NA
22/01/14,11,-1,0,0,0,NA,NA
22/01/14,10,-1,NA,NA,NA,NA,NA
22/01/14,9,-1,3,1,107,2.86,26.73
22/01/14,8,-1,0,1,56,1.69,30.18
22/01/14,7,-1,3,1,49,1.55,31.63
22/01/14,6,-1,4,1,65,2.09,32.15
22/01/14,5,-1,4,3,55,1.64,29.82
22/01/14,4,-1,0,1,41,1.18,28.78
22/01/14,3,-1,0,5,35,1.01,28.86
22/01/14,2,-1,0,0,25,0.71,28.4
22/01/14,1,-1,NA,NA,NA,NA,NA
24/01/14,12,11,0,0,0,NA,NA
24/01/14,11,-1,0,0,0,NA,NA
24/01/14,10,-1,0,0,7,0.2,28.57
24/01/14,9,-1,2,0,113,3.08,27.26
24/01/14,8,-1,3,1,83,2.61,31.45
24/01/14,7,-1,2,0,53,1.69,31.89
24/01/14,6,-1,1,1,70,2.17,31
24/01/14,5,-1,6,5,72,2.08,28.89
24/01/14,4,-1,5,1,51,1.43,28.04
24/01/14,3,-1,7,1,34,0.94,27.65
24/01/14,2,-1,6,2,30,0.8,26.67
24/01/14,1,-1,NA,NA,NA,NA,NA
27/01/14,12,11,0,0,0,NA,NA
27/01/14,11,-1,0,0,0,NA,NA
27/01/14,10,-1,0,0,1,0.03,30
27/01/14,9,-1,4,1,112,2.91,25.98
27/01/14,8,-1,1,0,70,1.92,27.43
27/01/14,7,-1,1,1,117,3.53,30.17
27/01/14,6,-1,0,5,110,3.26,29.64
27/01/14,5,-1,2,7,120,3.47,28.92
27/01/14,4,-1,10,10,114,3.21,28.16
27/01/14,3,-1,7,6,77,2.16,28.05
27/01/14,2,-1,8,4,46,1.24,26.96
27/01/14,1,-1,NA,NA,NA,NA,NA
29/01/14,12,11,0,0,0,NA,NA
29/01/14,11,-1,0,0,0,NA,NA
29/01/14,10,-1,0,0,NA,NA,NA
29/01/14,9,-1,3,1,81,1.96,24.2
29/01/14,8,-1,1,0,54,1.44,26.67
29/01/14,7,-1,0,0,58,1.67,28.79
29/01/14,6,-1,0,0,85,2.47,29.06
29/01/14,5,-1,3,4,76,2.02,26.58
29/01/14,4,-1,0,4,58,1.48,25.52
29/01/14,3,-1,6,4,48,1.21,25.21
29/01/14,2,-1,3,7,33,0.83,25.15
29/01/14,1,-1,NA,NA,NA,NA,NA
31/01/14,12,11,0,0,0,NA,NA
31/01/14,11,-1,0,0,0,NA,NA
31/01/14,10,-1,0,1,72,1.79,24.86
31/01/14,9,-1,1,2,88,2.12,24.69
31/01/14,8,-1,0,1,105,2.87,27.33
31/01/14,7,-1,4,4,57,1.62,28.42
31/01/14,6,-1,2,3,98,2.84,28.98
31/01/14,5,-1,1,1,88,2.39,27.16
31/01/14,4,-1,3,4,56,1.47,26.25
31/01/14,3,-1,6,4,25,0.68,27.2
31/01/14,2,-1,6,8,71,1.77,24.93
31/01/14,1,-1,NA,NA,NA,NA,NA
03/02/14,12,11,0,0,0,NA,NA
03/02/14,11,-1,0,0,0,NA,NA
03/02/14,10,-1,0,1,74,1.83,24.73
03/02/14,9,-1,1,2,76,2.02,26.58
03/02/14,8,-1,3,1,133,3.53,26.54
03/02/14,7,-1,0,4,144,4.18,29.03
03/02/14,6,-1,0,0,73,2.19,30
03/02/14,5,-1,3,4,68,2.01,29.56
03/02/14,4,-1,6,1,81,2.25,27.78
03/02/14,3,-1,3,4,86,2.46,28.6
03/02/14,2,-1,1,8,58,1.54,26.55
03/02/14,1,-1,NA,NA,NA,NA,NA
05/02/14,12,11,0,0,0,NA,NA
05/02/14,11,-1,0,0,0,NA,NA
05/02/14,10,-1,0,0,NA,NA,NA
05/02/14,9,-1,3,1,47,1.21,25.75
05/02/14,8,-1,1,1,97,2.86,29.49
05/02/14,7,-1,0,0,63,1.93,30.64
05/02/14,6,-1,4,4,88,2.84,32.27
05/02/14,5,-1,4,2,48,1.47,30.63
05/02/14,4,-1,5,5,65,1.91,29.39
05/02/14,3,-1,10,5,50,1.5,30
05/02/14,2,-1,6,4,41,1.13,27.56
05/02/14,1,-1,NA,NA,NA,NA,NA
07/02/14,12,11,0,0,0,NA,NA
07/02/14,11,-1,0,0,0,NA,NA
07/02/14,10,-1,4,3,60,1.57,26.17
07/02/14,9,-1,2,1,49,1.26,25.71
07/02/14,8,-1,4,2,89,2.56,28.76
07/02/14,7,-1,0,0,32,0.92,28.75
07/02/14,6,-1,4,3,84,2.45,29.17
07/02/14,5,-1,4,6,83,2.36,28.43
07/02/14,4,-1,4,3,58,1.51,26.03
07/02/14,3,-1,4,3,33,0.89,26.97
07/02/14,2,-1,6,8,31,0.77,24.84
07/02/14,1,-1,NA,NA,NA,NA,NA
10/02/14,12,11,0,0,0,NA,NA
10/02/14,11,-1,0,0,0,NA,NA
10/02/14,10,-1,NA,NA,NA,NA,NA
10/02/14,9,-1,8,2,145,3.93,27.1
10/02/14,8,-1,0,6,112,3.24,28.93
10/02/14,7,-1,0,1,121,3.6,29.75
10/02/14,6,-1,2,2,93,2.81,30.22
10/02/14,5,-1,3,4,96,2.7,28.13
10/02/14,4,-1,10,6,133,3.77,28.35
10/02/14,3,-1,9,5,68,1.82,26.77
10/02/14,2,-1,8,4,39,1.06,27.18
10/02/14,1,-1,NA,NA,NA,NA,NA
12/02/14,12,11,0,0,0,NA,NA
12/02/14,11,-1,0,0,0,NA,NA
12/02/14,10,-1,NA,NA,NA,NA,NA
12/02/14,9,-1,0,0,67,1.8,26.87
12/02/14,8,-1,1,1,101,2.98,29.51
12/02/14,7,-1,0,2,55,1.65,30
12/02/14,6,-1,2,4,73,2.25,30.82
12/02/14,5,-1,6,3,44,1.4,31.82
12/02/14,4,-1,1,4,53,1.55,29.25
12/02/14,3,-1,1,7,31,0.89,28.71
12/02/14,2,-1,6,3,24,0.69,28.75
12/02/14,1,-1,NA,NA,NA,NA,NA
14/02/14,12,11,0,0,0,NA,NA
14/02/14,11,-1,0,0,0,NA,NA
14/02/14,10,-1,0,0,22,0.58,26.36
14/02/14,9,-1,1,0,71,1.91,26.9
14/02/14,8,-1,3,1,53,1.61,30.38
14/02/14,7,-1,1,4,92,2.66,28.91
14/02/14,6,-1,3,3,114,3.52,30.88
14/02/14,5,-1,6,2,62,1.78,28.71
14/02/14,4,-1,4,1,45,1.21,26.89
14/02/14,3,-1,8,4,32,0.83,25.94
14/02/14,2,-1,10,11,29,0.75,25.86
14/02/14,1,-1,NA,NA,NA,NA,NA
17/02/14,12,11,0,0,0,NA,NA
17/02/14,11,-1,0,0,0,NA,NA
17/02/14,10,-1,0,0,24,0.65,27.08
17/02/14,9,-1,1,0,212,5.79,27.31
17/02/14,8,-1,7,0,139,4.11,29.57
17/02/14,7,-1,7,1,75,2.25,30
17/02/14,6,-1,4,2,111,3.6,32.43
17/02/14,5,-1,3,1,94,3.05,32.45
17/02/14,4,-1,6,2,96,2.74,28.54
17/02/14,3,-1,8,4,68,1.94,28.53
17/02/14,2,-1,13,6,71,2,28.17
17/02/14,1,-1,NA,NA,NA,NA,NA
19/02/14,12,11,0,0,0,NA,NA
19/02/14,11,-1,0,0,0,NA,NA
19/02/14,10,-1,NA,NA,NA,NA,NA
19/02/14,9,-1,0,1,48,1.21,25.21
19/02/14,8,-1,6,1,89,2.25,25.28
19/02/14,7,-1,0,0,100,2.94,29.4
19/02/14,6,-1,5,2,68,1.99,29.26
19/02/14,5,-1,3,6,76,2.39,31.45
19/02/14,4,-1,4,1,31,0.98,31.61
19/02/14,3,-1,1,0,52,1.46,28.08
19/02/14,2,-1,6,5,58,1.55,26.72
19/02/14,1,-1,11,2,35,0.95,27.14
21/02/14,12,11,0,0,0,NA,NA
21/02/14,11,-1,0,0,0,NA,NA
21/02/14,10,-1,NA,NA,NA,NA,NA
21/02/14,9,-1,3,0,108,3.08,28.52
21/02/14,8,-1,2,1,34,0.88,25.88
21/02/14,7,-1,3,0,93,2.71,29.14
21/02/14,6,-1,4,1,99,3.08,31.11
21/02/14,5,-1,3,4,100,3.18,31.8
21/02/14,4,-1,0,3,55,1.77,32.18
21/02/14,3,-1,0,0,46,1.28,27.83
21/02/14,2,-1,3,4,29,0.77,26.55
21/02/14,1,-1,11,9,17,0.44,25.88
24/02/14,12,11,0,0,0,NA,NA
24/02/14,11,-1,0,0,0,NA,NA
24/02/14,10,-1,NA,NA,NA,NA,NA
24/02/14,9,-1,2,1,163,4.71,28.95
24/02/14,8,-1,1,3,63,2,31.74
24/02/14,7,-1,4,1,116,3.69,31.81
24/02/14,6,-1,2,2,167,5.8,34.73
24/02/14,5,-1,3,4,98,3.09,31.53
24/02/14,4,-1,10,6,107,3.53,32.99
24/02/14,3,-1,7,3,64,1.87,29.22
24/02/14,2,-1,10,8,38,1.14,30
24/02/14,1,-1,4,10,4,0.09,NA
26/02/14,12,11,0,0,0,NA,NA
26/02/14,11,-1,0,0,0,NA,NA
26/02/14,10,-1,NA,NA,NA,NA,NA
26/02/14,9,-1,0,0,4,0.12,30
26/02/14,8,-1,3,1,67,1.93,28.81
26/02/14,7,-1,1,2,113,3.46,30.62
26/02/14,6,-1,1,2,73,2.23,30.55
26/02/14,5,-1,1,1,64,1.82,28.44
26/02/14,4,-1,2,8,61,1.7,27.87
26/02/14,3,-1,6,8,80,2.25,28.13
26/02/14,2,-1,2,2,60,1.72,28.67
26/02/14,1,-1,0,9,15,0.39,26
28/02/14,12,11,0,0,0,NA,NA
28/02/14,11,-1,0,0,0,NA,NA
28/02/14,10,-1,NA,NA,NA,NA,NA
28/02/14,9,-1,0,2,51,1.42,27.84
